Speaker,Text,Context,filename,Summary
S1,And how are you deciding for the last couple?,"Okay. That one is full. Let's see which one is not. Yeah, correlations of all the fun stuff.",Cataldo-etal_G26_Transcript,"Okay. That one is full. Let's see which one is not. Yeah, correlations of all the fun stuff."
S2,Okay. So this one is a master's thesis and it's got some good information in it. And if,And how are you deciding for the last couple?,Cataldo-etal_G26_Transcript,And how are you deciding for the last couple?
S1,Cool.,Okay. So this one is a master's thesis and it's got some good information in it. And if,Cataldo-etal_G26_Transcript,Okay. So this one is a master's thesis and it's got some good information in it. And if
S2,Okay. So that was that one. This one talks about what sort of habitats do pythons,Cool.,Cataldo-etal_G26_Transcript,Cool.
S1,Okay. Okay. So this is a list of the items that you did not choose. Please point out the,Okay. So that was that one. This one talks about what sort of habitats do pythons,Cataldo-etal_G26_Transcript,Okay. So that was that one. This one talks about what sort of habitats do pythons
S2,Okay.,Okay. Okay. So this is a list of the items that you did not choose. Please point out the,Cataldo-etal_G26_Transcript,Okay. Okay. So this is a list of the items that you did not choose. Please point out the
S1,Starting at the top.,Okay.,Cataldo-etal_G26_Transcript,Okay.
S2,Starting at the top.,Starting at the top.,Cataldo-etal_G26_Transcript,Starting at the top.
S1,Yes.,Starting at the top.,Cataldo-etal_G26_Transcript,Starting at the top.
S2,Okay. The sponsored ad?,Yes.,Cataldo-etal_G26_Transcript,Yes.
S1,Yes.,Okay. The sponsored ad?,Cataldo-etal_G26_Transcript,Okay. The sponsored ad?
S2,I never paid attention to the sponsored ad.,Yes.,Cataldo-etal_G26_Transcript,Yes.
S1,Okay.,I never paid attention to the sponsored ad.,Cataldo-etal_G26_Transcript,I never paid attention to the sponsored ad.
S2,"Yeah. No. They're paid to be at the top of the list, so why are they being paid",Okay.,Cataldo-etal_G26_Transcript,Okay.
S2,I'd say this was a book dealing with trying to train pythons to eat smaller things. While,"Yeah. No. They're paid to be at the top of the list, so why are they being paid",Cataldo-etal_G26_Transcript,"Yeah. No. They're paid to be at the top of the list, so why are they being paid"
S2,"I'm sure this video is nice and gory, but there's no point using a literature review",I'd say this was a book dealing with trying to train pythons to eat smaller things. While,Cataldo-etal_G26_Transcript,I'd say this was a book dealing with trying to train pythons to eat smaller things. While
S2,"And,  again, the same one from PubMed links to an article I've already selected. So","I'm sure this video is nice and gory, but there's no point using a literature review",Cataldo-etal_G26_Transcript,"I'm sure this video is nice and gory, but there's no point using a literature review"
S1,"Okay. Okay. So these are the resources you selected as helpful. For each item, use the","And,  again, the same one from PubMed links to an article I've already selected. So",Cataldo-etal_G26_Transcript,"And,  again, the same one from PubMed links to an article I've already selected. So"
S2,Okay. Wikipedia is really subject to how invested people are in seeing the right,"Okay. Okay. So these are the resources you selected as helpful. For each item, use the",Cataldo-etal_G26_Transcript,"Okay. Okay. So these are the resources you selected as helpful. For each item, use the"
S1,Yeah. That's true.,Okay. Wikipedia is really subject to how invested people are in seeing the right,Cataldo-etal_G26_Transcript,Okay. Wikipedia is really subject to how invested people are in seeing the right
S2,"bioRxiv. Let's see. This is the preprint and it does have a link to a DOI, so that's good.",Yeah. That's true.,Cataldo-etal_G26_Transcript,Yeah. That's true.
S2,Okay. So this map was made in concept with a bunch of -- yeah. So the University of,"bioRxiv. Let's see. This is the preprint and it does have a link to a DOI, so that's good.",Cataldo-etal_G26_Transcript,"bioRxiv. Let's see. This is the preprint and it does have a link to a DOI, so that's good."
S2,Let's see. Right. Okay. So that has been peer reviewed. This one has not been peer,Okay. So this map was made in concept with a bunch of -- yeah. So the University of,Cataldo-etal_G26_Transcript,Okay. So this map was made in concept with a bunch of -- yeah. So the University of
S2,Yeah. Which one is second? Yeah. Okay. So you got a four. Probably I would harvest,Let's see. Right. Okay. So that has been peer reviewed. This one has not been peer,Cataldo-etal_G26_Transcript,Let's see. Right. Okay. So that has been peer reviewed. This one has not been peer
S1,Okay. So these are 21 of the original search results. Please select the container that,Yeah. Which one is second? Yeah. Okay. So you got a four. Probably I would harvest,Cataldo-etal_G26_Transcript,Yeah. Which one is second? Yeah. Okay. So you got a four. Probably I would harvest
S2,"Okay. All right. Well, the sponsored link, I suppose, is a website. Yeah. Like I said, I",Okay. So these are 21 of the original search results. Please select the container that,Cataldo-etal_G26_Transcript,Okay. So these are 21 of the original search results. Please select the container that
S1,You don't worry about them. Yeah.,"Okay. All right. Well, the sponsored link, I suppose, is a website. Yeah. Like I said, I",Cataldo-etal_G26_Transcript,"Okay. All right. Well, the sponsored link, I suppose, is a website. Yeah. Like I said, I"
S2,"Yeah. Okay. Everglades, that was also a book. The publication is open-file report.",You don't worry about them. Yeah.,Cataldo-etal_G26_Transcript,You don't worry about them. Yeah.
S1,"Okay, [inaudible].","Yeah. Okay. Everglades, that was also a book. The publication is open-file report.",Cataldo-etal_G26_Transcript,"Yeah. Okay. Everglades, that was also a book. The publication is open-file report."
S2,"Pardon? Oh, conference proceedings. Okay, sorry.","Okay, [inaudible].",Cataldo-etal_G26_Transcript,"Okay, [inaudible]."
S1,Because you said it out loud.,"Pardon? Oh, conference proceedings. Okay, sorry.",Cataldo-etal_G26_Transcript,"Pardon? Oh, conference proceedings. Okay, sorry."
S2,Yeah. It helps if I read it.,Because you said it out loud.,Cataldo-etal_G26_Transcript,Because you said it out loud.
S1,You said it [laughter].,Yeah. It helps if I read it.,Cataldo-etal_G26_Transcript,Yeah. It helps if I read it.
S2,"PNAS. Whoops. National Park Resource. Oh, right. Don't Let It Loose, so that's not",You said it [laughter].,Cataldo-etal_G26_Transcript,You said it [laughter].
S1,"Okay. All done. All right. So the, to let you know, search results would've been the","PNAS. Whoops. National Park Resource. Oh, right. Don't Let It Loose, so that's not",Cataldo-etal_G26_Transcript,"PNAS. Whoops. National Park Resource. Oh, right. Don't Let It Loose, so that's not"
S2,Oh [laughter]. Makes sense. Because I'm the only one who wants to take control with,"Okay. All done. All right. So the, to let you know, search results would've been the",Cataldo-etal_G26_Transcript,"Okay. All done. All right. So the, to let you know, search results would've been the"
S1,"Right. We had already selected the set of results that you got, so. All right. So how",Oh [laughter]. Makes sense. Because I'm the only one who wants to take control with,Cataldo-etal_G26_Transcript,Oh [laughter]. Makes sense. Because I'm the only one who wants to take control with
S2,I feel very confident.,"Right. We had already selected the set of results that you got, so. All right. So how",Cataldo-etal_G26_Transcript,"Right. We had already selected the set of results that you got, so. All right. So how"
S1,Okay. When you--,I feel very confident.,Cataldo-etal_G26_Transcript,I feel very confident.
S2,"That might be my downfall, but --",Okay. When you--,Cataldo-etal_G26_Transcript,Okay. When you--
S1,What's that?,"That might be my downfall, but --",Cataldo-etal_G26_Transcript,"That might be my downfall, but --"
S2,"It might be my downfall, but [laughter] it's [crosstalk]. Yeah.",What's that?,Cataldo-etal_G26_Transcript,What's that?
S1,"When you find online information for research projects, what is the most important","It might be my downfall, but [laughter] it's [crosstalk]. Yeah.",Cataldo-etal_G26_Transcript,"It might be my downfall, but [laughter] it's [crosstalk]. Yeah."
S2,Peer reviewed versus non peer-reviewed.,"When you find online information for research projects, what is the most important",Cataldo-etal_G26_Transcript,"When you find online information for research projects, what is the most important"
S1,Okay. Do you care about the online information you gather and include in your,Peer reviewed versus non peer-reviewed.,Cataldo-etal_G26_Transcript,Peer reviewed versus non peer-reviewed.
S2,"In what sense? I mean, yes. I care, I suppose. [crosstalk] --",Okay. Do you care about the online information you gather and include in your,Cataldo-etal_G26_Transcript,Okay. Do you care about the online information you gather and include in your
S1,And tell me why. Want it to be right?,"In what sense? I mean, yes. I care, I suppose. [crosstalk] --",Cataldo-etal_G26_Transcript,"In what sense? I mean, yes. I care, I suppose. [crosstalk] --"
S2,"I mean, it's always scary with online things, right, because, unlike a paper version, it",And tell me why. Want it to be right?,Cataldo-etal_G26_Transcript,And tell me why. Want it to be right?
S1,"Do you think it's important to know whether the online information is from a book, a","I mean, it's always scary with online things, right, because, unlike a paper version, it",Cataldo-etal_G26_Transcript,"I mean, it's always scary with online things, right, because, unlike a paper version, it"
S2,Yes.,"Do you think it's important to know whether the online information is from a book, a",Cataldo-etal_G26_Transcript,"Do you think it's important to know whether the online information is from a book, a"
S1,Why?,Yes.,Cataldo-etal_G26_Transcript,Yes.
S2,"In general, if you're going off of a blog or a website, it's very easy to get a very slanted",Why?,Cataldo-etal_G26_Transcript,Why?
S1,"Okay. And thinking about the activity we just did, what would have made it more","In general, if you're going off of a blog or a website, it's very easy to get a very slanted",Cataldo-etal_G26_Transcript,"In general, if you're going off of a blog or a website, it's very easy to get a very slanted"
S2,"Task. The ability to have more than one Google search. Usually, I refine my search","Okay. And thinking about the activity we just did, what would have made it more",Cataldo-etal_G26_Transcript,"Okay. And thinking about the activity we just did, what would have made it more"
S1,Okay. All right.,"Task. The ability to have more than one Google search. Usually, I refine my search",Cataldo-etal_G26_Transcript,"Task. The ability to have more than one Google search. Usually, I refine my search"
S2,Correct.,"Okay, you're a student at the University of Florida, correct?",Cataldo-etal_G24_Transcript,"Okay, you're a student at the University of Florida, correct?"
S1,Okay. What is your current year in school?,Correct.,Cataldo-etal_G24_Transcript,Correct.
S2,"I'm in the 5th year of my Ph.D. program, 5th and final program.",Okay. What is your current year in school?,Cataldo-etal_G24_Transcript,Okay. What is your current year in school?
S1,All right. Have any of your parents or guardians received bachelors degrees?,"I'm in the 5th year of my Ph.D. program, 5th and final program.",Cataldo-etal_G24_Transcript,"I'm in the 5th year of my Ph.D. program, 5th and final program."
S2,No.,All right. Have any of your parents or guardians received bachelors degrees?,Cataldo-etal_G24_Transcript,All right. Have any of your parents or guardians received bachelors degrees?
S1,Have you ever ask a librarian for help with the research project?,No.,Cataldo-etal_G24_Transcript,No.
S2,Yes.,Have you ever ask a librarian for help with the research project?,Cataldo-etal_G24_Transcript,Have you ever ask a librarian for help with the research project?
S1,"Did you ask the librarian for help in person, online via chat, or both?",Yes.,Cataldo-etal_G24_Transcript,Yes.
S2,Let me think. In person and online.,"Did you ask the librarian for help in person, online via chat, or both?",Cataldo-etal_G24_Transcript,"Did you ask the librarian for help in person, online via chat, or both?"
S1,Okay. Have you ever attended a workshop or a lecture taught by a librarian?,Let me think. In person and online.,Cataldo-etal_G24_Transcript,Let me think. In person and online.
S2,Voluntarily or mandatory?,Okay. Have you ever attended a workshop or a lecture taught by a librarian?,Cataldo-etal_G24_Transcript,Okay. Have you ever attended a workshop or a lecture taught by a librarian?
S1,"Have you ever attended any kind of a seminar, lecture?",Voluntarily or mandatory?,Cataldo-etal_G24_Transcript,Voluntarily or mandatory?
S2,"Yes, because it was part of the class.","Have you ever attended any kind of a seminar, lecture?",Cataldo-etal_G24_Transcript,"Have you ever attended any kind of a seminar, lecture?"
S1,Okay. About how many times in the last two years have you attended workshop or,"Yes, because it was part of the class.",Cataldo-etal_G24_Transcript,"Yes, because it was part of the class."
S2,No.,Okay. About how many times in the last two years have you attended workshop or,Cataldo-etal_G24_Transcript,Okay. About how many times in the last two years have you attended workshop or
S1,"Not in the last two years, okay. Have you ever taken a four credit course about",No.,Cataldo-etal_G24_Transcript,No.
S2,No.,"Not in the last two years, okay. Have you ever taken a four credit course about",Cataldo-etal_G24_Transcript,"Not in the last two years, okay. Have you ever taken a four credit course about"
S1,Okay. Have you completed an online tutorial about searching for resources created by,No.,Cataldo-etal_G24_Transcript,No.
S2,No. Not at [inaudible].,Okay. Have you completed an online tutorial about searching for resources created by,Cataldo-etal_G24_Transcript,Okay. Have you completed an online tutorial about searching for resources created by
S1,Okay. How many research projects have you completed in the last two years? This is,No. Not at [inaudible].,Cataldo-etal_G24_Transcript,No. Not at [inaudible].
S2,That's hard. How many separate projects?,Okay. How many research projects have you completed in the last two years? This is,Cataldo-etal_G24_Transcript,Okay. How many research projects have you completed in the last two years? This is
S1,Yes.,That's hard. How many separate projects?,Cataldo-etal_G24_Transcript,That's hard. How many separate projects?
S2,Okay.,Yes.,Cataldo-etal_G24_Transcript,Yes.
S1,In the last two years.,Okay.,Cataldo-etal_G24_Transcript,Okay.
S2,In the last two years. Okay. So I think my Ph.D. entire project counts as one.,In the last two years.,Cataldo-etal_G24_Transcript,In the last two years.
S1,Sure.,In the last two years. Okay. So I think my Ph.D. entire project counts as one.,Cataldo-etal_G24_Transcript,In the last two years. Okay. So I think my Ph.D. entire project counts as one.
S2,Okay. Let's say two.,Sure.,Cataldo-etal_G24_Transcript,Sure.
S1,Okay. Were any of these research projects in a science topic?,Okay. Let's say two.,Cataldo-etal_G24_Transcript,Okay. Let's say two.
S2,Yes [laughter].,Okay. Were any of these research projects in a science topic?,Cataldo-etal_G24_Transcript,Okay. Were any of these research projects in a science topic?
S1,Okay. So think about your last research project. When was it? And what was it?,Yes [laughter].,Cataldo-etal_G24_Transcript,Yes [laughter].
S2,Can you be more specific?,Okay. So think about your last research project. When was it? And what was it?,Cataldo-etal_G24_Transcript,Okay. So think about your last research project. When was it? And what was it?
S1,"So, okay. When was the last research project you completed?",Can you be more specific?,Cataldo-etal_G24_Transcript,Can you be more specific?
S2,Completed. Okay.,"So, okay. When was the last research project you completed?",Cataldo-etal_G24_Transcript,"So, okay. When was the last research project you completed?"
S1,And then what was it?,Completed. Okay.,Cataldo-etal_G24_Transcript,Completed. Okay.
S2,That's hard. [inaudible] completed [laughter]. It's also really sad. Probably an,And then what was it?,Cataldo-etal_G24_Transcript,And then what was it?
S1,You said it was about two years ago?,That's hard. [inaudible] completed [laughter]. It's also really sad. Probably an,Cataldo-etal_G24_Transcript,That's hard. [inaudible] completed [laughter]. It's also really sad. Probably an
S2,"Yeah, right. Year and a half, maybe two years ago.",You said it was about two years ago?,Cataldo-etal_G24_Transcript,You said it was about two years ago?
S1,Okay. Where did you go first to get this information? Did you go to a friend or,"Yeah, right. Year and a half, maybe two years ago.",Cataldo-etal_G24_Transcript,"Yeah, right. Year and a half, maybe two years ago."
S2,Probably PubMed search engine.,Okay. Where did you go first to get this information? Did you go to a friend or,Cataldo-etal_G24_Transcript,Okay. Where did you go first to get this information? Did you go to a friend or
S1,"Okay. Where else did you go, to get information for this research project?",Probably PubMed search engine.,Cataldo-etal_G24_Transcript,Probably PubMed search engine.
S2,"I probably looked at a generic food biochemistry textbook, [probably?] the most","Okay. Where else did you go, to get information for this research project?",Cataldo-etal_G24_Transcript,"Okay. Where else did you go, to get information for this research project?"
S1,We [can add?] textbook on here. You said biochemistry? Food or biochemistry?,"I probably looked at a generic food biochemistry textbook, [probably?] the most",Cataldo-etal_G24_Transcript,"I probably looked at a generic food biochemistry textbook, [probably?] the most"
S2,Yeah. Yeah.,We [can add?] textbook on here. You said biochemistry? Food or biochemistry?,Cataldo-etal_G24_Transcript,We [can add?] textbook on here. You said biochemistry? Food or biochemistry?
S1,Okay. How did you keep track of the resources that interested you at the beginning of,Yeah. Yeah.,Cataldo-etal_G24_Transcript,Yeah. Yeah.
S2,"At the time, I probably used RefWorks. But EndNote is the program of choice in my",Okay. How did you keep track of the resources that interested you at the beginning of,Cataldo-etal_G24_Transcript,Okay. How did you keep track of the resources that interested you at the beginning of
S1,"In your department, okay. Okay. So what did you use to create your citations page?","At the time, I probably used RefWorks. But EndNote is the program of choice in my",Cataldo-etal_G24_Transcript,"At the time, I probably used RefWorks. But EndNote is the program of choice in my"
S2,RefWorks.,"In your department, okay. Okay. So what did you use to create your citations page?",Cataldo-etal_G24_Transcript,"In your department, okay. Okay. So what did you use to create your citations page?"
S1,RefWorks?,RefWorks.,Cataldo-etal_G24_Transcript,RefWorks.
S1,Did you use the library to find information for this research project? This could be that,RefWorks?,Cataldo-etal_G24_Transcript,RefWorks?
S2,"For that project, no.",Did you use the library to find information for this research project? This could be that,Cataldo-etal_G24_Transcript,Did you use the library to find information for this research project? This could be that
S1,Okay. What devices do you use to access the internet to get information? Desktop,"For that project, no.",Cataldo-etal_G24_Transcript,"For that project, no."
S2,"For research? Probably my desktop, my work desktop.",Okay. What devices do you use to access the internet to get information? Desktop,Cataldo-etal_G24_Transcript,Okay. What devices do you use to access the internet to get information? Desktop
S1,Okay.,"For research? Probably my desktop, my work desktop.",Cataldo-etal_G24_Transcript,"For research? Probably my desktop, my work desktop."
S2,It's just easier to get access to UFs.,Okay.,Cataldo-etal_G24_Transcript,Okay.
S1,"Right. Right. So what device could you not live without? Your desktop computer,",It's just easier to get access to UFs.,Cataldo-etal_G24_Transcript,It's just easier to get access to UFs.
S2,For the research project?,"Right. Right. So what device could you not live without? Your desktop computer,",Cataldo-etal_G24_Transcript,"Right. Right. So what device could you not live without? Your desktop computer,"
S1,Sure.,For the research project?,Cataldo-etal_G24_Transcript,For the research project?
S2,Okay. The desktop. Definitely.,Sure.,Cataldo-etal_G24_Transcript,Sure.
S1,Do you ever use social media for school work?,Okay. The desktop. Definitely.,Cataldo-etal_G24_Transcript,Okay. The desktop. Definitely.
S2,No.,Do you ever use social media for school work?,Cataldo-etal_G24_Transcript,Do you ever use social media for school work?
S1,Okay. Okay. That was the end of the interview. So I'm going to pass this to you. And,No.,Cataldo-etal_G24_Transcript,No.
S2,"So if I wanted to search the internet, do I search here?",Okay. Okay. That was the end of the interview. So I'm going to pass this to you. And,Cataldo-etal_G24_Transcript,Okay. Okay. That was the end of the interview. So I'm going to pass this to you. And
S1,"No, no. And I'll read to you and then you [crosstalk]. Yeah. Spend as much time as you","So if I wanted to search the internet, do I search here?",Cataldo-etal_G24_Transcript,"So if I wanted to search the internet, do I search here?"
S2,Okay. Yeah.,"No, no. And I'll read to you and then you [crosstalk]. Yeah. Spend as much time as you",Cataldo-etal_G24_Transcript,"No, no. And I'll read to you and then you [crosstalk]. Yeah. Spend as much time as you"
S1,Remember to talk it loud as you go through the activities. Do you have any questions,Okay. Yeah.,Cataldo-etal_G24_Transcript,Okay. Yeah.
S2,"No. So you're basically -- I mean, I guess I do [laughter]. Are you basically going to",Remember to talk it loud as you go through the activities. Do you have any questions,Cataldo-etal_G24_Transcript,Remember to talk it loud as you go through the activities. Do you have any questions
S1,Yeah. There are some separate tasks that we'll ask you to do. That's all along that,"No. So you're basically -- I mean, I guess I do [laughter]. Are you basically going to",Cataldo-etal_G24_Transcript,"No. So you're basically -- I mean, I guess I do [laughter]. Are you basically going to"
S1,Okay. So you have an upcoming project and this is the prompt. You're beginning a,Yeah. There are some separate tasks that we'll ask you to do. That's all along that,Cataldo-etal_G24_Transcript,Yeah. There are some separate tasks that we'll ask you to do. That's all along that
S2,I only have one search?,Okay. So you have an upcoming project and this is the prompt. You're beginning a,Cataldo-etal_G24_Transcript,Okay. So you have an upcoming project and this is the prompt. You're beginning a
S1,I'm afraid so.,I only have one search?,Cataldo-etal_G24_Transcript,I only have one search?
S2,"That's pressure [laughter]. So I need to pick something -- sorry, I'm going to reiterate a",I'm afraid so.,Cataldo-etal_G24_Transcript,I'm afraid so.
S1,"Absolutely, whatever you need.","That's pressure [laughter]. So I need to pick something -- sorry, I'm going to reiterate a",Cataldo-etal_G24_Transcript,"That's pressure [laughter]. So I need to pick something -- sorry, I'm going to reiterate a"
S2,"So I'm going to search for something, and it's going to give me a list of Google","Absolutely, whatever you need.",Cataldo-etal_G24_Transcript,"Absolutely, whatever you need."
S1,"Yes. It will be more clear as you get into the activity, I promise.","So I'm going to search for something, and it's going to give me a list of Google",Cataldo-etal_G24_Transcript,"So I'm going to search for something, and it's going to give me a list of Google"
S2,"Okay, and it has to relate to this, okay. So the first thing I would do is elaborate the","Yes. It will be more clear as you get into the activity, I promise.",Cataldo-etal_G24_Transcript,"Yes. It will be more clear as you get into the activity, I promise."
S1,Okay.,"Okay, and it has to relate to this, okay. So the first thing I would do is elaborate the",Cataldo-etal_G24_Transcript,"Okay, and it has to relate to this, okay. So the first thing I would do is elaborate the"
S2,Okay.,Okay.,Cataldo-etal_G24_Transcript,Okay.
S1,Now you're presented with a set of Google search results. You can interact with these,Okay.,Cataldo-etal_G24_Transcript,Okay.
S2,Okay. So I'm allowed to look at multiple pages?,Now you're presented with a set of Google search results. You can interact with these,Cataldo-etal_G24_Transcript,Now you're presented with a set of Google search results. You can interact with these
S1,Yes. And you can look at all the pages and you can also click through the links.,Okay. So I'm allowed to look at multiple pages?,Cataldo-etal_G24_Transcript,Okay. So I'm allowed to look at multiple pages?
S2,"Oh, I can look at them --",Yes. And you can look at all the pages and you can also click through the links.,Cataldo-etal_G24_Transcript,Yes. And you can look at all the pages and you can also click through the links.
S1,Yes.,"Oh, I can look at them --",Cataldo-etal_G24_Transcript,"Oh, I can look at them --"
S2,--before I select them.,Yes.,Cataldo-etal_G24_Transcript,Yes.
S1,You can actually go through and look through.,--before I select them.,Cataldo-etal_G24_Transcript,--before I select them.
S2,Okay. So already I'm going to omit this first one. I don't really like to pick the,You can actually go through and look through.,Cataldo-etal_G24_Transcript,You can actually go through and look through.
S1,Yeah.,Okay. So already I'm going to omit this first one. I don't really like to pick the,Cataldo-etal_G24_Transcript,Okay. So already I'm going to omit this first one. I don't really like to pick the
S2,Okay.,Yeah.,Cataldo-etal_G24_Transcript,Yeah.
S1,"Yeah, that's what I was talking about before.",Okay.,Cataldo-etal_G24_Transcript,Okay.
S2,Okay. So I'll hit this one.,"Yeah, that's what I was talking about before.",Cataldo-etal_G24_Transcript,"Yeah, that's what I was talking about before."
S1,Okay.,Okay. So I'll hit this one.,Cataldo-etal_G24_Transcript,Okay. So I'll hit this one.
S2,Burmese pythons. And hopefully all the sources that I select will be in the first couple,Okay.,Cataldo-etal_G24_Transcript,Okay.
S1,Okay.,Burmese pythons. And hopefully all the sources that I select will be in the first couple,Cataldo-etal_G24_Transcript,Burmese pythons. And hopefully all the sources that I select will be in the first couple
S2,"[inaudible] therefore -- okay. So, this is another appealing site. It's run by the National",Okay.,Cataldo-etal_G24_Transcript,Okay.
S1,Okay.,"[inaudible] therefore -- okay. So, this is another appealing site. It's run by the National",Cataldo-etal_G24_Transcript,"[inaudible] therefore -- okay. So, this is another appealing site. It's run by the National"
S2,"See those. Invasive pythons, I have to look at the topics, I think I'm getting off track so",Okay.,Cataldo-etal_G24_Transcript,Okay.
S2,"I can go back to the first page, right?","See those. Invasive pythons, I have to look at the topics, I think I'm getting off track so",Cataldo-etal_G24_Transcript,"See those. Invasive pythons, I have to look at the topics, I think I'm getting off track so"
S1,"Yes, You can go forwards and backwards between google results.","I can go back to the first page, right?",Cataldo-etal_G24_Transcript,"I can go back to the first page, right?"
S2,"So now, how the python affects the biodiversity of the Everglades, so I think, if I was","Yes, You can go forwards and backwards between google results.",Cataldo-etal_G24_Transcript,"Yes, You can go forwards and backwards between google results."
S1,That one may not. I don't know,"So now, how the python affects the biodiversity of the Everglades, so I think, if I was",Cataldo-etal_G24_Transcript,"So now, how the python affects the biodiversity of the Everglades, so I think, if I was"
S2,"Okay. Never mind. Here's a whole episode on it. Okay, [inaudible] [laughter]. Too",That one may not. I don't know,Cataldo-etal_G24_Transcript,That one may not. I don't know
S2,"So am I selecting sources that I would actually cite, or --?","Okay. Never mind. Here's a whole episode on it. Okay, [inaudible] [laughter]. Too",Cataldo-etal_G24_Transcript,"Okay. Never mind. Here's a whole episode on it. Okay, [inaudible] [laughter]. Too"
S1,You're selecting sources that you would find helpful --,"So am I selecting sources that I would actually cite, or --?",Cataldo-etal_G24_Transcript,"So am I selecting sources that I would actually cite, or --?"
S2,Okay.,You're selecting sources that you would find helpful --,Cataldo-etal_G24_Transcript,You're selecting sources that you would find helpful --
S1,--in your research.,Okay.,Cataldo-etal_G24_Transcript,Okay.
S2,So that's different. Okay. So I think that would be helpful because I'm a very visual,--in your research.,Cataldo-etal_G24_Transcript,--in your research.
S1,Okay.,So that's different. Okay. So I think that would be helpful because I'm a very visual,Cataldo-etal_G24_Transcript,So that's different. Okay. So I think that would be helpful because I'm a very visual
S2,I just like to look at all my options before I pick.,Okay.,Cataldo-etal_G24_Transcript,Okay.
S1,Is there something specifically you're looking for?,I just like to look at all my options before I pick.,Cataldo-etal_G24_Transcript,I just like to look at all my options before I pick.
S2,I don't know because I can only select 20. But now we're starting to get away from,Is there something specifically you're looking for?,Cataldo-etal_G24_Transcript,Is there something specifically you're looking for?
S2,Sorry. I'm slow.,I don't know because I can only select 20. But now we're starting to get away from,Cataldo-etal_G24_Transcript,I don't know because I can only select 20. But now we're starting to get away from
S1,"That's okay. Just try to remember to -- whatever you're thinking about, just sort of say",Sorry. I'm slow.,Cataldo-etal_G24_Transcript,Sorry. I'm slow.
S2,Okay. Okay. So this looked like it was a research paper but then it was a textbook. And,"That's okay. Just try to remember to -- whatever you're thinking about, just sort of say",Cataldo-etal_G24_Transcript,"That's okay. Just try to remember to -- whatever you're thinking about, just sort of say"
S1,"No, it doesn't allow that sorry.",Okay. Okay. So this looked like it was a research paper but then it was a textbook. And,Cataldo-etal_G24_Transcript,Okay. Okay. So this looked like it was a research paper but then it was a textbook. And
S2,"Okay. So, I thought it was going to be about the pythons specifically but it doesn't","No, it doesn't allow that sorry.",Cataldo-etal_G24_Transcript,"No, it doesn't allow that sorry."
S1,So you would normally do that for research?,"Okay. So, I thought it was going to be about the pythons specifically but it doesn't",Cataldo-etal_G24_Transcript,"Okay. So, I thought it was going to be about the pythons specifically but it doesn't"
S2,It depends on how specific the project or the chapter was. If it's just going to give me,So you would normally do that for research?,Cataldo-etal_G24_Transcript,So you would normally do that for research?
S1,Doesn't necessarily --,It depends on how specific the project or the chapter was. If it's just going to give me,Cataldo-etal_G24_Transcript,It depends on how specific the project or the chapter was. If it's just going to give me
S2,"Yeah, so I'm not going to spend time on that. Let's see. [inaudible. So in a normal -- if I",Doesn't necessarily --,Cataldo-etal_G24_Transcript,Doesn't necessarily --
S1,Yeah.,"Yeah, so I'm not going to spend time on that. Let's see. [inaudible. So in a normal -- if I",Cataldo-etal_G24_Transcript,"Yeah, so I'm not going to spend time on that. Let's see. [inaudible. So in a normal -- if I"
S2,Oh gosh. How many more do I need?,Yeah.,Cataldo-etal_G24_Transcript,Yeah.
S1,You are at six.,Oh gosh. How many more do I need?,Cataldo-etal_G24_Transcript,Oh gosh. How many more do I need?
S2,"Oh gosh. Okay. I don't know what this would be. Oh, in defense of Everglades",You are at six.,Cataldo-etal_G24_Transcript,You are at six.
S1,So you like that one? For what reason?,"Oh gosh. Okay. I don't know what this would be. Oh, in defense of Everglades",Cataldo-etal_G24_Transcript,"Oh gosh. Okay. I don't know what this would be. Oh, in defense of Everglades"
S2,I'm a scientist so I like scientific papers. I like this one specifically because it's not just --,So you like that one? For what reason?,Cataldo-etal_G24_Transcript,So you like that one? For what reason?
S1,Sort of to compartmentalize.,I'm a scientist so I like scientific papers. I like this one specifically because it's not just --,Cataldo-etal_G24_Transcript,I'm a scientist so I like scientific papers. I like this one specifically because it's not just --
S2,Yeah. Yeah. So this one just seems like a blog sort of thing. I don't know if I should,Sort of to compartmentalize.,Cataldo-etal_G24_Transcript,Sort of to compartmentalize.
S2,"Okay, that makes sense. It has nothing to do with how it affects the",Yeah. Yeah. So this one just seems like a blog sort of thing. I don't know if I should,Cataldo-etal_G24_Transcript,Yeah. Yeah. So this one just seems like a blog sort of thing. I don't know if I should
S1,Okay.,"Okay, that makes sense. It has nothing to do with how it affects the",Cataldo-etal_G24_Transcript,"Okay, that makes sense. It has nothing to do with how it affects the"
S2,I don't know where it was. I guess that's why we -- I think part of the research would,Okay.,Cataldo-etal_G24_Transcript,Okay.
S2,Snake trap designed. Trap.,I don't know where it was. I guess that's why we -- I think part of the research would,Cataldo-etal_G24_Transcript,I don't know where it was. I guess that's why we -- I think part of the research would
S2,"Okay. I don't think [inaudible], oh God, sorry.",Snake trap designed. Trap.,Cataldo-etal_G24_Transcript,Snake trap designed. Trap.
S1,"That's okay, that's okay, that's okay, that's okay [laughter]. We just hit resume. Here","Okay. I don't think [inaudible], oh God, sorry.",Cataldo-etal_G24_Transcript,"Okay. I don't think [inaudible], oh God, sorry."
